encoding_method,fraction,train_samples,test_samples,auc,f1,accuracy,precision,recall,training_time_sec,seed,dataset_id,timestamp
basic,0.01,4000,50000,0.4970901737943124,0.5204093365528343,0.49948,0.49774551853073795,0.5452355137935189,1.470543622970581,9551,kip_m4,2026-09-10T15:12:42.800457
basic,0.1,40000,50000,0.49583054123129994,0.3730081544101145,0.49714,0.4921042242400316,0.3003252620166245,4.6486897468566895,9551,kip_m4,2026-09-10T15:12:47.666260
basic,0.3,120000,50000,0.4953979907195115,0.4848584123344049,0.49682,0.4946524064171123,0.4754447255350761,5.904119253158569,9551,kip_m4,2026-09-10T15:12:53.788794
basic,0.5,200000,50000,0.5019892739473257,0.4697211749419558,0.5021,0.5001814552712757,0.4427579006545396,6.381554365158081,9551,kip_m4,2026-09-10T15:13:00.388617
basic,0.75,300000,50000,0.49744931280093463,0.4953073815792118,0.49774,0.49577566784679755,0.49483997911898164,4.618392467498779,9551,kip_m4,2026-09-10T15:13:05.229148
basic,1.0,400000,50000,0.5022954089560046,0.49805995054381696,0.50066,0.49871165150173125,0.49740995060836046,5.835341691970825,9551,kip_m4,2026-09-10T15:13:11.286101
categorical,0.01,4000,50000,0.5017918333749763,0.47799953925736666,0.5015,0.4995185152761972,0.4582580411998554,4.307233095169067,9551,kip_m4,2026-09-10T15:13:15.809517
categorical,0.1,40000,50000,0.49794437545380577,0.5392455182021483,0.49728,0.49607095882095037,0.5906517287073847,4.670069217681885,9551,kip_m4,2026-09-10T15:13:20.697106
categorical,0.3,120000,50000,0.5006240101940991,0.4999698425782585,0.50258,0.5006442261233693,0.499297273420873,5.372825622558594,9551,kip_m4,2026-09-10T15:13:26.288203
categorical,0.5,200000,50000,0.5025757483763463,0.5100951405440542,0.50258,0.5006186204763378,0.5199373569449464,6.377744197845459,9551,kip_m4,2026-09-10T15:13:32.884829
categorical,0.75,300000,50000,0.5001327643986884,0.49854642420354073,0.49978,0.49783775126131175,0.49925711761635144,8.09539246559143,9551,kip_m4,2026-09-10T15:13:41.200510
categorical,1.0,400000,50000,0.5038294496500667,0.5070773367072592,0.50132,0.49939644094856117,0.5149981929887966,8.792730808258057,9551,kip_m4,2026-09-10T15:13:50.214006
tfidf,0.01,4000,50000,0.5019048822768598,0.5205416394951858,0.50004,0.49825592069028823,0.5449142673573465,6.0766050815582275,9551,kip_m4,2026-09-10T15:13:56.512546
tfidf,0.1,40000,50000,0.4995251264510636,0.5009636208301047,0.49766,0.4957920402705679,0.5062442276031001,10.225670337677002,9551,kip_m4,2026-09-10T15:14:06.997567
tfidf,0.3,120000,50000,0.49627041345331224,0.49308226764676266,0.49658,0.4945862960568843,0.49158735895273664,15.419863224029541,9551,kip_m4,2026-09-10T15:14:22.668010
tfidf,0.5,200000,50000,0.5028695423992391,0.507660373628546,0.5019,0.4999610622225683,0.5156005300566197,14.439164161682129,9551,kip_m4,2026-09-10T15:14:37.334624
tfidf,0.75,300000,50000,0.5029333345595918,0.507468584525409,0.50144,0.49951378894550547,0.5156808416656627,16.29307222366333,9551,kip_m4,2026-09-10T15:14:53.861211
tfidf,1.0,400000,50000,0.5001907180711461,0.5013885582797747,0.49728,0.4954329844368654,0.5074890575432679,24.64059543609619,9551,kip_m4,2026-09-10T15:15:18.759857
