encoding_method,fraction,train_samples,test_samples,auc,f1,accuracy,precision,recall,training_time_sec,seed,dataset_id,timestamp,mode
basic,0.3,120000,50000,0.4988702963397602,0.5209159720226119,0.49998,0.5008106116433308,0.5427031343581553,2.5821938514709477,9550,kip_m6,2026-09-10T15:33:21.254330,shuffled_train
basic,0.5,200000,50000,0.5026802702840756,0.4462126600284495,0.50168,0.503233568957738,0.4007985625873428,3.686197519302368,9550,kip_m6,2026-09-10T15:33:25.160453,shuffled_train
basic,0.75,300000,50000,0.4986073114876893,0.4813465280940748,0.49896,0.4998495076751085,0.4641645038929926,4.328285217285156,9550,kip_m6,2026-09-10T15:33:29.706695,shuffled_train
basic,1.0,400000,50000,0.5005211392884913,0.5057280227933757,0.50038,0.5012550988390335,0.5102814933120383,5.275457620620728,9550,kip_m6,2026-09-10T15:33:35.204300,shuffled_train
categorical,0.01,4000,50000,0.5007096462992541,0.5219609497871035,0.50152,0.5022330491270808,0.5433020562986625,1.3867895603179932,9550,kip_m6,2026-09-10T15:33:36.806716,shuffled_train
categorical,0.1,40000,50000,0.4979603629915761,0.5074091589816347,0.50004,0.5009142901606817,0.5140746656019165,1.759563684463501,9550,kip_m6,2026-09-10T15:33:38.783255,shuffled_train
categorical,0.3,120000,50000,0.5015066760816305,0.5072549717313091,0.50148,0.5023295877217023,0.5122778997803953,2.545598268508911,9550,kip_m6,2026-09-10T15:33:41.545536,shuffled_train
categorical,0.5,200000,50000,0.4974421053124213,0.5075173173803527,0.49948,0.500368631407396,0.5148732281892593,6.099173784255981,9550,kip_m6,2026-09-10T15:33:47.860901,shuffled_train
categorical,0.75,300000,50000,0.5004259341800268,0.4925336795974679,0.49976,0.5006806088355401,0.484647634258335,5.268365859985352,9550,kip_m6,2026-09-10T15:33:53.373520,shuffled_train
categorical,1.0,400000,50000,0.5010249673208941,0.4791610086280736,0.50138,0.5024975900446937,0.4578957875823518,7.728480577468872,9550,kip_m6,2026-09-10T15:34:01.319551,shuffled_train
tfidf,0.01,4000,50000,0.4938032703225958,0.4280233376467116,0.4961,0.4960534624289623,0.3764024755440208,4.44501805305481,9550,kip_m6,2026-09-10T15:34:05.978769,shuffled_train
tfidf,0.1,40000,50000,0.501925146237474,0.5080060810677407,0.50162,0.5024605530385877,0.5136753843082451,5.92320728302002,9550,kip_m6,2026-09-10T15:34:12.122340,shuffled_train
tfidf,0.3,120000,50000,0.5022473720814855,0.5426182820395039,0.50214,0.5025867937372362,0.5895787582351767,11.541213035583496,9550,kip_m6,2026-09-10T15:34:23.892680,shuffled_train
tfidf,0.5,200000,50000,0.500317350628216,0.483402361377264,0.49858,0.4994464787532998,0.4683569574765422,19.803993463516235,9550,kip_m6,2026-09-10T15:34:43.925609,shuffled_train
tfidf,0.75,300000,50000,0.4964654309479963,0.472972688854782,0.49866,0.4995115019095834,0.4491115991215811,20.457029104232788,9550,kip_m6,2026-09-10T15:35:04.618030,shuffled_train
tfidf,1.0,400000,50000,0.5018857485098251,0.4996689738188384,0.50122,0.5021370967741936,0.4972249950089838,21.835381746292114,9550,kip_m6,2026-09-10T15:35:26.691902,shuffled_train
basic,0.01,4000,50000,0.4970901737943124,0.5204093365528343,0.49948,0.4977455185307379,0.5452355137935189,1.470543622970581,9551,kip_m4,2026-09-10T15:12:42.800457,ordered
basic,0.1,40000,50000,0.4958305412312999,0.3730081544101145,0.49714,0.4921042242400316,0.3003252620166245,4.6486897468566895,9551,kip_m4,2026-09-10T15:12:47.666260,ordered
basic,0.3,120000,50000,0.4953979907195115,0.4848584123344049,0.49682,0.4946524064171123,0.4754447255350761,5.904119253158569,9551,kip_m4,2026-09-10T15:12:53.788794,ordered
basic,0.5,200000,50000,0.5019892739473257,0.4697211749419558,0.5021,0.5001814552712757,0.4427579006545396,6.381554365158081,9551,kip_m4,2026-09-10T15:13:00.388617,ordered
basic,0.75,300000,50000,0.4974493128009346,0.4953073815792118,0.49774,0.4957756678467975,0.4948399791189816,4.618392467498779,9551,kip_m4,2026-09-10T15:13:05.229148,ordered
basic,1.0,400000,50000,0.5022954089560046,0.4980599505438169,0.50066,0.4987116515017312,0.4974099506083604,5.835341691970825,9551,kip_m4,2026-09-10T15:13:11.286101,ordered
