model,train_seed,train_mode,eval_input,n_users,hr10,hr10_ci_lo,hr10_ci_hi,ndcg10,ndcg10_ci_lo,ndcg10_ci_hi,jaccard10,jaccard10_ci_lo,jaccard10_ci_hi,d_hr10_abs,d_hr10_rel,d_hr10_ci_lo,d_hr10_ci_hi,d_ndcg10_abs,d_ndcg10_rel,d_ndcg10_ci_lo,d_ndcg10_ci_hi,order_invariant,seconds,site,host,gpu,slurm_job_id,checkpoint
Markov1,,shuffled_train_s101,keep_last_s101,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,717.6,local,shy-earth-passes-fin-03,cpu,,
Markov1,,shuffled_train_s101,keep_last_s102,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,725.6,local,shy-earth-passes-fin-03,cpu,,
Markov1,,shuffled_train_s101,keep_last_s103,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,733.6,local,shy-earth-passes-fin-03,cpu,,
Markov1,,shuffled_train_s101,early_half_s101,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,741.6,local,shy-earth-passes-fin-03,cpu,,
Markov1,,shuffled_train_s101,early_half_s102,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,749.5,local,shy-earth-passes-fin-03,cpu,,
Markov1,,shuffled_train_s101,early_half_s103,25518,0.040089,0.037699,0.042363,0.022208,0.020693,0.023684,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,757.4,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,ordered,25518,0.035896,0.033622,0.038169,0.018128,0.016895,0.019416,,,,,,,,,,,,false,764.5,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,full_shuffle_s101,25518,0.008935,0.007798,0.010072,0.004833,0.004175,0.005534,0.037783,0.036052,0.039485,-0.026961,-0.751092,-0.029274,-0.024648,-0.013295,-0.733407,-0.014648,-0.011912,false,772.5,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,full_shuffle_s102,25518,0.009052,0.007877,0.010346,0.004957,0.004296,0.005697,0.037983,0.036280,0.039688,-0.026844,-0.747817,-0.029273,-0.024529,-0.013170,-0.726539,-0.014557,-0.011753,false,780.6,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,full_shuffle_s103,25518,0.009013,0.007877,0.010150,0.004832,0.004108,0.005472,0.036286,0.034704,0.038059,-0.026883,-0.748908,-0.029234,-0.024375,-0.013295,-0.733422,-0.014647,-0.011974,false,788.4,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,keep_last_s101,25518,0.039502,0.037110,0.041775,0.021525,0.020018,0.023012,0.965061,0.963566,0.966476,0.003605,0.100437,0.002743,0.004507,0.003397,0.187414,0.002804,0.004058,false,796.5,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,keep_last_s102,25518,0.039619,0.037229,0.041970,0.021753,0.020271,0.023259,0.964579,0.963128,0.966071,0.003723,0.103712,0.002822,0.004586,0.003625,0.199984,0.003037,0.004228,false,804.5,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,keep_last_s103,25518,0.039776,0.037385,0.042088,0.021659,0.020174,0.023108,0.964809,0.963322,0.966252,0.003880,0.108079,0.002939,0.004781,0.003531,0.194804,0.002918,0.004146,false,812.8,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,early_half_s101,25518,0.035896,0.033622,0.038169,0.018128,0.016895,0.019416,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,821.0,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,early_half_s102,25518,0.035896,0.033622,0.038169,0.018128,0.016895,0.019416,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,829.3,local,shy-earth-passes-fin-03,cpu,,
Markov2,,shuffled_train_s101,early_half_s103,25518,0.035896,0.033622,0.038169,0.018128,0.016895,0.019416,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,false,837.4,local,shy-earth-passes-fin-03,cpu,,
SASRec,17,shuffled_train_s101,ordered,25518,0.035504,0.033388,0.037816,0.018012,0.016834,0.019348,,,,,,,,,,,,false,8.9,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,full_shuffle_s101,25518,0.042166,0.039853,0.044674,0.020892,0.019609,0.022259,0.404209,0.401180,0.407216,0.006662,0.187638,0.004937,0.008505,0.002881,0.159938,0.002017,0.003766,false,17.4,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,full_shuffle_s102,25518,0.041265,0.038953,0.043735,0.021060,0.019784,0.022533,0.403635,0.400607,0.406673,0.005761,0.162252,0.003997,0.007485,0.003048,0.169242,0.002122,0.003943,false,26.1,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,full_shuffle_s103,25518,0.041696,0.039383,0.044205,0.021117,0.019752,0.022513,0.404156,0.401096,0.407285,0.006192,0.174393,0.004349,0.008073,0.003106,0.172425,0.002234,0.004057,false,34.5,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,keep_last_s101,25518,0.043224,0.040676,0.045928,0.021516,0.020267,0.022913,0.512620,0.509499,0.515390,0.007720,0.217439,0.006035,0.009406,0.003505,0.194575,0.002702,0.004292,false,43.0,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,keep_last_s102,25518,0.043499,0.040951,0.046124,0.021652,0.020367,0.023125,0.511968,0.508835,0.515002,0.007994,0.225166,0.006427,0.009679,0.003641,0.202141,0.002853,0.004404,false,51.5,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,keep_last_s103,25518,0.043655,0.041342,0.046242,0.021635,0.020339,0.022980,0.512535,0.509686,0.515384,0.008151,0.229581,0.006388,0.009875,0.003623,0.201147,0.002807,0.004437,false,60.0,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,early_half_s101,25518,0.037033,0.034838,0.039384,0.018567,0.017359,0.019923,0.714464,0.711730,0.717069,0.001528,0.043046,0.000509,0.002586,0.000556,0.030846,0.000106,0.000997,false,68.6,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,early_half_s102,25518,0.036876,0.034681,0.039228,0.018473,0.017247,0.019755,0.715894,0.713268,0.718639,0.001372,0.038631,0.000314,0.002470,0.000461,0.025610,0.000001,0.000920,false,77.3,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
SASRec,17,shuffled_train_s101,early_half_s103,25518,0.036993,0.034876,0.039384,0.018576,0.017383,0.019861,0.714646,0.712038,0.717349,0.001489,0.041943,0.000508,0.002547,0.000564,0.031326,0.000101,0.001026,false,86.1,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/SASRec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,ordered,25518,0.032879,0.030684,0.035308,0.016643,0.015446,0.017901,,,,,,,,,,,,false,8.6,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,full_shuffle_s101,25518,0.034956,0.032722,0.037151,0.017555,0.016353,0.018872,0.712000,0.709626,0.714327,0.002077,0.063170,0.001019,0.003057,0.000912,0.054803,0.000467,0.001314,false,17.2,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,full_shuffle_s102,25518,0.034525,0.032291,0.036837,0.017416,0.016208,0.018727,0.713045,0.710692,0.715489,0.001646,0.050060,0.000627,0.002586,0.000773,0.046457,0.000325,0.001225,false,25.7,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,full_shuffle_s103,25518,0.035348,0.033114,0.037739,0.017722,0.016502,0.019084,0.713092,0.710868,0.715338,0.002469,0.075089,0.001411,0.003450,0.001080,0.064871,0.000665,0.001501,false,34.2,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,keep_last_s101,25518,0.034721,0.032487,0.037072,0.017525,0.016266,0.018880,0.727662,0.725294,0.729914,0.001842,0.056019,0.000901,0.002782,0.000883,0.053037,0.000495,0.001297,false,42.8,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,keep_last_s102,25518,0.034681,0.032487,0.036993,0.017558,0.016314,0.018868,0.727853,0.725367,0.730226,0.001803,0.054827,0.000823,0.002744,0.000915,0.054989,0.000493,0.001368,false,51.3,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,keep_last_s103,25518,0.034603,0.032447,0.036877,0.017557,0.016337,0.018869,0.727279,0.724881,0.729675,0.001724,0.052443,0.000822,0.002665,0.000914,0.054944,0.000458,0.001358,false,59.8,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,early_half_s101,25518,0.032526,0.030332,0.034721,0.016554,0.015344,0.017828,0.823036,0.820996,0.824958,-0.000353,-0.010727,-0.001136,0.000392,-0.000089,-0.005352,-0.000362,0.000202,false,68.4,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,early_half_s102,25518,0.033075,0.030956,0.035387,0.016767,0.015534,0.018073,0.823882,0.821933,0.825750,0.000196,0.005959,-0.000509,0.000901,0.000124,0.007436,-0.000168,0.000414,false,76.9,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
GRU4Rec,17,shuffled_train_s101,early_half_s103,25518,0.032957,0.030762,0.035191,0.016777,0.015537,0.018029,0.823604,0.821628,0.825423,0.000078,0.002384,-0.000705,0.000823,0.000135,0.008091,-0.000166,0.000416,false,85.4,local,shy-earth-passes-fin-03,NVIDIA H200,,/root/LLMSeq/checkpoints/recsys/GRU4Rec_shuffled_train_s101_s17.pt
