fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.6630933803180781,0.5712826028502286,0.5930032928991584,2.7276786334069487,0.2899999999999999,0.6655346464011463,0.5916889702775039,0.42028,0.42014923880208854,0.9999523877541303,7,2077.362835,"[[12, 28985], [1, 21002]]"
