fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
1.0,400000,0.6657575628705483,0.5756623014462641,0.5929564776758065,2.7230681763280686,0.2799999999999999,0.6703373997297918,0.5917108080694241,0.42036,0.4201796682739441,0.9999047755082607,6,5218.030953,"[[17, 28980], [2, 21001]]"
