fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.665506729059631,0.5756976371217791,0.5930224268951653,2.7281398471359095,0.30999999999999994,0.668468011960468,0.5918065012392809,0.42688,0.4222240289436777,0.9890491834499834,8,8962.352199,"[[571, 28426], [230, 20773]]"
