fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
1.0,400000,0.6677395607629104,0.5751655813435743,0.5929563394352126,2.7193619442717805,0.1,0.6701511377734871,0.5916088052617495,0.42006,0.42006,1.0,8,26892.379436,"[[0, 28997], [0, 21003]]"
