fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.6648387094662686,0.5627044111584444,0.5931283396072129,2.727352065198562,0.2699999999999999,0.6663173167179878,0.5916594879326659,0.4217,0.4205750080308384,0.9973813264771699,9,2646.647395,"[[137, 28860], [55, 20948]]"
