fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.6634165192114305,0.576594380942207,0.5930166967509025,2.728149375342347,0.2899999999999999,0.6648563151595123,0.5917338567333625,0.42174,0.4206078368395696,0.9976193877065181,6,6788.049746,"[[134, 28863], [50, 20953]]"
