fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.6678251704595454,0.5611164041921202,0.5929563394352126,2.725471117307463,0.1,0.6672243294271145,0.5916088052617495,0.42006,0.42006,1.0,9,10035.309443,"[[0, 28997], [0, 21003]]"
