fraction,train_samples,val_auc,val_f1,val_f1_optimal,val_loss,optimal_threshold,test_auc,test_f1,test_accuracy,test_precision,test_recall,epochs,training_time_s,test_confusion_matrix
0.3,120000,0.6662575514205415,0.5554392417597963,0.5929563394352126,2.724834381162053,0.1,0.6699239693826774,0.5916088052617495,0.42006,0.42006,1.0,8,2366.452426,"[[0, 28997], [0, 21003]]"
