model,training_mode,seed,task,family,background,split,group_keys,orientation,n_pairs,win_rate,tie_rate,loss_rate,pair_accuracy,win_rate_tol1e-06,tie_rate_tol1e-06,loss_rate_tol1e-06,pair_accuracy_tol1e-06,win_rate_tol1e-10,tie_rate_tol1e-10,loss_rate_tol1e-10,pair_accuracy_tol1e-10,mean_margin,median_margin,std_margin,flattened_auc,pair_accuracy_ci_lo,pair_accuracy_ci_hi,kappa_gap,chain_r,chain_s
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,test,orientation,1.0,261,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,clean,test,orientation,2.0,239,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,clean,test,kappa_gap,,166,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
oracle,oracle,0,ocdet,two_hole,clean,test,kappa_gap,,125,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,
oracle,oracle,0,ocdet,two_hole,clean,test,kappa_gap,,114,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,
oracle,oracle,0,ocdet,two_hole,clean,test,kappa_gap,,58,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,,
oracle,oracle,0,ocdet,two_hole,clean,test,kappa_gap,,37,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,,
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,22,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,23,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,26,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,17,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,5.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,23,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,18,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,6.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,20,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,1.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,2.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,14,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,3.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,11,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,4.0
oracle,oracle,0,ocdet,two_hole,clean,test,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,val,orientation,1.0,119,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,heldout,val,orientation,2.0,81,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,heldout,val,kappa_gap,,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
oracle,oracle,0,ocdet,two_hole,heldout,val,kappa_gap,,56,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,
oracle,oracle,0,ocdet,two_hole,heldout,val,kappa_gap,,38,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,
oracle,oracle,0,ocdet,two_hole,heldout,val,kappa_gap,,26,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,,
oracle,oracle,0,ocdet,two_hole,heldout,val,kappa_gap,,15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,,
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,2.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,3.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,4.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,6.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,1.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,3.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,4.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,6.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,1.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,2.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,4.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,3.0,6.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,1.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,2.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,3.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,12,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,4.0,6.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,8,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,1.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,2.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,3.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,4.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,5.0,6.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,1.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,2.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,3.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,4.0
oracle,oracle,0,ocdet,two_hole,heldout,val,chain_r+chain_s,,9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,6.0,5.0
oracle,oracle,0,ocdet,two_hole,heldout,test,orientation,1.0,229,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,heldout,test,orientation,2.0,271,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
oracle,oracle,0,ocdet,two_hole,heldout,test,kappa_gap,,176,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,
