model,training_mode,seed,task,family,background,split,group_keys,orientation,n_pairs,win_rate,tie_rate,loss_rate,pair_accuracy,win_rate_tol1e-06,tie_rate_tol1e-06,loss_rate_tol1e-06,pair_accuracy_tol1e-06,win_rate_tol1e-10,tie_rate_tol1e-10,loss_rate_tol1e-10,pair_accuracy_tol1e-10,mean_margin,median_margin,std_margin,flattened_auc,pair_accuracy_ci_lo,pair_accuracy_ci_hi,kappa_gap,chain_r,chain_s
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,351,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.013631348086896,15.447725296020508,4.789535895227479,1.0,1.0,1.0,,1.0,2.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,337,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.001535804406117,20.860018730163574,4.453101127243871,1.0,1.0,1.0,,1.0,3.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,365,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.136336704149638,15.314479112625122,3.7357251947519337,1.0,1.0,1.0,,1.0,4.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,329,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.825910756290863,14.654603242874146,4.32136084549636,1.0,1.0,1.0,,1.0,5.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,309,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.530861364213393,14.177844047546387,4.268799345792139,1.0,1.0,1.0,,1.0,6.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,362,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.25845027957832,17.072162747383118,3.0470106501206113,1.0,1.0,1.0,,2.0,1.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,353,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.30153423058075,16.289237022399902,2.9528831844706924,1.0,1.0,1.0,,2.0,3.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,363,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.83344083708344,17.617626667022705,3.1460459640808702,1.0,1.0,1.0,,2.0,4.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,346,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.550980420643196,15.942448258399963,2.790815753100339,1.0,1.0,1.0,,2.0,5.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,341,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.158655100204378,15.692501544952393,3.3722404548269806,1.0,1.0,1.0,,2.0,6.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,362,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.501454819302534,18.28809118270874,2.274339930610974,1.0,1.0,1.0,,3.0,1.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,319,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.631448377262462,18.743102073669434,2.2574463163608267,1.0,1.0,1.0,,3.0,2.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,308,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.936644669089997,16.608540415763855,2.2807154930286258,1.0,1.0,1.0,,3.0,4.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,316,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.212515135731877,16.80180525779724,2.5680349676107794,1.0,1.0,1.0,,3.0,5.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,312,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,16.444951531596672,16.472753167152405,2.8276809148565274,1.0,1.0,1.0,,3.0,6.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,319,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.816618012410345,19.44403648376465,3.148558997735099,1.0,1.0,1.0,,4.0,1.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,297,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.271195361911246,18.871005535125732,2.8100034078665836,1.0,1.0,1.0,,4.0,2.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,352,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.55914395776662,18.440265774726868,2.7118607413411073,1.0,1.0,1.0,,4.0,3.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,320,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.84971095956862,16.618524432182312,3.0802720020077445,1.0,1.0,1.0,,4.0,5.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,348,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.263979148933256,16.12275755405426,3.696296901863963,1.0,1.0,1.0,,4.0,6.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,325,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.74274015720074,18.484708070755005,3.221847163907096,1.0,1.0,1.0,,5.0,1.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,362,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.040398721536878,17.867971301078796,3.0754189850338642,1.0,1.0,1.0,,5.0,2.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,305,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.36788031624966,19.54006052017212,2.40630444948058,1.0,1.0,1.0,,5.0,3.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,334,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.265604429259273,19.38054871559143,2.363494448990494,1.0,1.0,1.0,,5.0,4.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.018203868880285,19.90976858139038,3.620350128940363,1.0,1.0,1.0,,5.0,6.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,322,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.48839571387131,16.49555516242981,3.9234925984566753,1.0,1.0,1.0,,6.0,1.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,351,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.93777576504949,16.368592023849487,3.941238048093972,1.0,1.0,1.0,,6.0,2.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,327,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.174147294931092,19.43071460723877,3.8208567525930635,1.0,1.0,1.0,,6.0,3.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,299,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.414446058081943,16.829856157302856,3.2887562169934528,1.0,1.0,1.0,,6.0,4.0
LSTM,scratch,9552,ocdet,two_hole,clean,test,chain_r+chain_s,,333,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.761937309313822,16.183001041412354,3.4660400356852668,1.0,1.0,1.0,,6.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,orientation,1.0,1030,0.9980582524271845,0.0,0.001941747572815534,0.9980582524271845,0.9980582524271845,0.0,0.001941747572815534,0.9980582524271845,0.9980582524271845,0.0,0.001941747572815534,0.9980582524271845,10.912602754906544,11.26652216911316,3.373761505821653,0.9997191064190781,0.9951456310679612,1.0,,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,orientation,2.0,970,0.9927835051546392,0.0,0.007216494845360825,0.9927835051546392,0.9927835051546392,0.0,0.007216494845360825,0.9927835051546392,0.9927835051546392,0.0,0.007216494845360825,0.9927835051546392,16.40048684104509,17.49077582359314,4.588284131616356,0.998001913061962,0.98659793814433,0.9969072164948454,,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,kappa_gap,,613,0.9918433931484503,0.0,0.008156606851549755,0.9918433931484503,0.9918433931484503,0.0,0.008156606851549755,0.9918433931484503,0.9918433931484503,0.0,0.008156606851549755,0.9918433931484503,11.731742299448996,11.793229103088379,4.928577734238295,0.9973654026809022,0.9836867862969005,0.99836867862969,1.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,kappa_gap,,557,0.9982046678635548,0.0,0.0017953321364452424,0.9982046678635548,0.9982046678635548,0.0,0.0017953321364452424,0.9982046678635548,0.9982046678635548,0.0,0.0017953321364452424,0.9982046678635548,14.04675888183194,14.273548603057861,4.870274042282604,0.9987912934449426,0.9946140035906643,1.0,2.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,kappa_gap,,432,0.9953703703703703,0.0,0.004629629629629629,0.9953703703703703,0.9953703703703703,0.0,0.004629629629629629,0.9953703703703703,0.9953703703703703,0.0,0.004629629629629629,0.9953703703703703,14.321114971474916,14.258015513420105,4.323737987284662,0.9981460048010974,0.9884259259259259,1.0,3.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,kappa_gap,,251,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.787076557062537,14.308556318283081,4.421645338622305,0.9999682544721512,1.0,1.0,4.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,kappa_gap,,147,0.9931972789115646,0.0,0.006802721088435374,0.9931972789115646,0.9931972789115646,0.0,0.006802721088435374,0.9931972789115646,0.9931972789115646,0.0,0.006802721088435374,0.9931972789115646,15.20117321853735,15.094676971435547,4.441014380457197,0.9963903928918506,0.9795918367346939,1.0,5.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,78,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.851680230826904,10.923652291297913,5.160203607225263,1.0,1.0,1.0,,1.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,73,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.284852717224865,11.417376279830933,4.751292591835448,0.99981234753237,1.0,1.0,,1.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,59,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.062720773078627,12.116659998893738,5.065761268641474,1.0,1.0,1.0,,1.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,64,0.984375,0.0,0.015625,0.984375,0.984375,0.0,0.015625,0.984375,0.984375,0.0,0.015625,0.984375,12.434113672701642,11.509238958358765,5.143652485656618,0.999267578125,0.953125,1.0,,1.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.648355666490701,10.566775560379028,4.768559629241773,1.0,1.0,1.0,,1.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,70,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.552373545936176,14.517593383789062,4.890525482922919,1.0,1.0,1.0,,2.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.738238084713618,14.132301807403564,5.14284043133775,1.0,1.0,1.0,,2.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,70,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.252357087603636,11.931598901748657,3.921858499022368,0.9991836734693877,1.0,1.0,,2.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,73,0.958904109589041,0.0,0.0410958904109589,0.958904109589041,0.958904109589041,0.0,0.0410958904109589,0.958904109589041,0.958904109589041,0.0,0.0410958904109589,0.958904109589041,12.297288393321102,12.713391780853271,5.396321103447594,0.9823606680427848,0.9174657534246575,1.0,,2.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,73,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,11.718267933146594,11.698052167892456,4.687162615652531,0.9861137173953838,0.958904109589041,1.0,,2.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,73,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.864843333216562,13.755395412445068,4.147058548137079,0.99981234753237,1.0,1.0,,3.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,64,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.226901800837368,14.182661175727844,4.038736401665959,1.0,1.0,1.0,,3.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.883563856135554,14.256691455841064,4.050878370846937,1.0,1.0,1.0,,3.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,71,0.9859154929577465,0.0,0.014084507042253521,0.9859154929577465,0.9859154929577465,0.0,0.014084507042253521,0.9859154929577465,0.9859154929577465,0.0,0.014084507042253521,0.9859154929577465,12.395928389589551,12.608783483505249,4.863103857182388,0.9976195199365205,0.9577464788732394,1.0,,3.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,11.629172453476537,12.371957063674927,4.664188099211156,1.0,1.0,1.0,,3.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.883883966438805,14.724037647247314,3.9699020223261345,1.0,1.0,1.0,,4.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.080495642077539,16.014597177505493,5.235401453123823,1.0,1.0,1.0,,4.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,58,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.69307691835124,14.14711844921112,3.9739849370249263,0.9997027348394768,1.0,1.0,,4.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,72,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.9874356130345,14.61925196647644,4.592635460710244,1.0,1.0,1.0,,4.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,73,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,0.9863013698630136,0.0,0.0136986301369863,0.9863013698630136,11.773673174928312,12.263609170913696,4.935860091921408,0.9975605179208107,0.958904109589041,1.0,,4.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,63,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.590140352883036,13.786824464797974,4.023090775595832,1.0,1.0,1.0,,5.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,57,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.663515705288502,14.962893962860107,4.234317573903586,1.0,1.0,1.0,,5.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,67,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.16675771839583,15.68283724784851,4.632759791200306,1.0,1.0,1.0,,5.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.150644305577645,15.223809480667114,5.010362330536667,1.0,1.0,1.0,,5.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.137494316009375,13.947362661361694,4.128054496180655,1.0,1.0,1.0,,5.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,52,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.149109029426025,15.571038246154785,5.310885189518267,1.0,1.0,1.0,,6.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,65,0.9846153846153847,0.0,0.015384615384615385,0.9846153846153847,0.9846153846153847,0.0,0.015384615384615385,0.9846153846153847,0.9846153846153847,0.0,0.015384615384615385,0.9846153846153847,14.744445857864159,14.118074893951416,5.024962104161918,0.9912426035502959,0.9538461538461539,1.0,,6.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,79,0.9873417721518988,0.0,0.012658227848101266,0.9873417721518988,0.9873417721518988,0.0,0.012658227848101266,0.9873417721518988,0.9873417721518988,0.0,0.012658227848101266,0.9873417721518988,14.450267337922808,14.40122127532959,5.018284248748882,0.9993590770709821,0.9620253164556962,1.0,,6.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,56,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.944426673331431,14.877363443374634,4.965117343483127,0.9987244897959183,1.0,1.0,,6.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,val,chain_r+chain_s,,62,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.343660796361585,15.49581491947174,4.933299017094616,0.9997398543184183,1.0,1.0,,6.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,orientation,1.0,5051,0.9970302910314789,0.0,0.002969708968521085,0.9970302910314789,0.9970302910314789,0.0,0.002969708968521085,0.9970302910314789,0.9970302910314789,0.0,0.002969708968521085,0.9970302910314789,11.023078706852282,11.34123432636261,3.354671990038211,0.9997315444238712,0.9954464462482677,0.9984161552167887,,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,orientation,2.0,4949,0.9931299252374217,0.0,0.006870074762578299,0.9931299252374217,0.9931299252374217,0.0,0.006870074762578299,0.9931299252374217,0.9931299252374217,0.0,0.006870074762578299,0.9931299252374217,16.142102830366404,17.21799087524414,4.656114341446257,0.9984202576116762,0.9909072539907052,0.995554657506567,,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,kappa_gap,,3321,0.991869918699187,0.0,0.008130081300813009,0.991869918699187,0.991869918699187,0.0,0.008130081300813009,0.991869918699187,0.991869918699187,0.0,0.008130081300813009,0.991869918699187,11.845070645231075,11.887208461761475,4.840381665425991,0.9968334508866183,0.9888587774766636,0.9948810599217103,1.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,kappa_gap,,2689,0.9988843436221644,0.0,0.0011156563778356265,0.9988843436221644,0.9988843436221644,0.0,0.0011156563778356265,0.9988843436221644,0.9988843436221644,0.0,0.0011156563778356265,0.9988843436221644,13.907316281621275,14.002715110778809,4.489092771117794,0.9995560608686188,0.9973968017850502,1.0,2.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,kappa_gap,,2008,0.9975099601593626,0.0,0.00249003984063745,0.9975099601593626,0.9975099601593626,0.0,0.00249003984063745,0.9975099601593626,0.9975099601593626,0.0,0.00249003984063745,0.9975099601593626,14.559144288843193,14.66775381565094,4.394007448463089,0.9997028817002904,0.9950199203187251,0.9995019920318725,3.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,kappa_gap,,1313,0.9923838537699924,0.0,0.007616146230007616,0.9923838537699924,0.9923838537699924,0.0,0.007616146230007616,0.9923838537699924,0.9923838537699924,0.0,0.007616146230007616,0.9923838537699924,14.86876802798999,15.113321542739868,4.692172464757166,0.9974042456679906,0.9870525514089871,0.9962109672505711,4.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,kappa_gap,,669,0.9940209267563528,0.0,0.005979073243647235,0.9940209267563528,0.9940209267563528,0.0,0.005979073243647235,0.9940209267563528,0.9940209267563528,0.0,0.005979073243647235,0.9940209267563528,15.056995828033207,15.30316710472107,4.594235834796792,0.9990079564573321,0.9880418535127056,0.9985052316890882,5.0,,
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,352,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.14667622283609,12.095605909824371,5.233521177765417,0.9992009943181819,1.0,1.0,,1.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,326,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.346896957948895,12.881633996963501,4.903313180255432,0.998692084760435,1.0,1.0,,1.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,323,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.477536717297124,11.446189761161804,4.985239113689855,0.9998562240604243,1.0,1.0,,1.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,334,0.9940119760479041,0.0,0.005988023952095809,0.9940119760479041,0.9940119760479041,0.0,0.005988023952095809,0.9940119760479041,0.9940119760479041,0.0,0.005988023952095809,0.9940119760479041,12.154424361839979,11.149831533432007,5.090823642878429,0.9955986231130554,0.9850299401197605,1.0,,1.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,339,0.9970501474926253,0.0,0.0029498525073746312,0.9970501474926253,0.9970501474926253,0.0,0.0029498525073746312,0.9970501474926253,0.9970501474926253,0.0,0.0029498525073746312,0.9970501474926253,12.577043845238586,11.744882702827454,5.155801350072945,0.9959102339868258,0.9911504424778761,1.0,,1.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,353,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.52721877674712,13.654170036315918,4.468566784931396,0.9993660169008659,1.0,1.0,,2.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,316,0.9968354430379747,0.0,0.0031645569620253164,0.9968354430379747,0.9968354430379747,0.0,0.0031645569620253164,0.9968354430379747,0.9968354430379747,0.0,0.0031645569620253164,0.9968354430379747,12.593213469733167,12.473799347877502,4.371155356827232,0.9991888319179618,0.990506329113924,1.0,,2.0,3.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,325,0.9938461538461538,0.0,0.006153846153846154,0.9938461538461538,0.9938461538461538,0.0,0.006153846153846154,0.9938461538461538,0.9938461538461538,0.0,0.006153846153846154,0.9938461538461538,13.028975859009302,12.93680453300476,4.651579887122318,0.9989396449704142,0.9846153846153847,1.0,,2.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,297,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,12.206911667127802,12.300649166107178,4.2905891546070585,0.9984355337890691,1.0,1.0,,2.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,341,0.9970674486803519,0.0,0.002932551319648094,0.9970674486803519,0.9970674486803519,0.0,0.002932551319648094,0.9970674486803519,0.9970674486803519,0.0,0.002932551319648094,0.9970674486803519,11.79705668924666,11.230559349060059,4.551786572315982,0.9998624022841222,0.9912023460410557,1.0,,2.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,345,0.9971014492753624,0.0,0.002898550724637681,0.9971014492753624,0.9971014492753624,0.0,0.002898550724637681,0.9971014492753624,0.9971014492753624,0.0,0.002898550724637681,0.9971014492753624,13.911752462646236,14.592325448989868,4.4420496441127035,0.9992354547364,0.991304347826087,1.0,,3.0,1.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,346,0.9913294797687862,0.0,0.008670520231213872,0.9913294797687862,0.9913294797687862,0.0,0.008670520231213872,0.9913294797687862,0.9913294797687862,0.0,0.008670520231213872,0.9913294797687862,13.725537294640361,14.677793741226196,4.398519495348755,0.9989558622072238,0.9826589595375722,1.0,,3.0,2.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,346,0.9884393063583815,0.0,0.011560693641618497,0.9884393063583815,0.9884393063583815,0.0,0.011560693641618497,0.9884393063583815,0.9884393063583815,0.0,0.011560693641618497,0.9884393063583815,12.7608360034882,13.081008195877075,4.424329134271449,0.9987303284439841,0.976878612716763,0.9971098265895953,,3.0,4.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,336,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.126546744390257,13.616341710090637,4.531138097666884,0.9978830073696145,1.0,1.0,,3.0,5.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,375,0.992,0.0,0.008,0.992,0.992,0.0,0.008,0.992,0.992,0.0,0.008,0.992,12.035366132775943,12.341257572174072,4.4888601434492745,0.9955982222222222,0.9813333333333333,1.0,,3.0,6.0
LSTM,scratch,9552,ocdet,two_hole,heldout,test,chain_r+chain_s,,346,0.9971098265895953,0.0,0.002890173410404624,0.9971098265895953,0.9971098265895953,0.0,0.002890173410404624,0.9971098265895953,0.9971098265895953,0.0,0.002890173410404624,0.9971098265895953,14.265040872026386,14.803251385688782,4.701213759209222,0.9993735173243343,0.9913294797687862,1.0,,4.0,1.0
